0.000000	22.329919	0.230690
0.000000	22.328188	0.230789
0.000000	22.328188	0.231875
0.000000	22.293178	0.230394
0.000000	22.326457	0.230888
0.000000	22.326457	0.230888
0.000000	22.322994	0.231677
0.000000	22.358005	0.230559
0.000000	22.294909	0.231282
0.000000	22.329919	0.231611
0.000000	22.296640	0.231743
0.000000	22.293178	0.231578
0.000000	22.296640	0.231315
0.000000	22.298372	0.231480
0.000000	22.293178	0.231480
0.000000	22.286252	0.231809
0.000000	22.289715	0.231743
0.000000	22.321263	0.230756
0.000000	22.293178	0.231710
0.000000	22.296640	0.231644
0.000000	22.319532	0.232105
0.000000	22.293178	0.231085
0.000000	22.289715	0.232434
0.000000	22.289715	0.231414
0.000000	22.321263	0.230822
0.000000	22.301834	0.231513
0.000000	22.348963	0.231315
0.000000	22.362813	0.231447
0.000000	22.346847	0.231875
0.000000	22.362428	0.232269
0.000000	22.418210	0.232138
0.000000	22.459757	0.231875
0.000000	22.454179	0.232861
0.000000	22.483606	0.231151
0.000000	22.513033	0.232467
0.000000	22.542460	0.231907
0.000000	22.578809	0.231907
0.000000	22.613426	0.231940
0.000000	22.681311	0.231118
0.000000	22.684387	0.231381
0.000000	22.757459	0.231973
0.000000	22.763997	0.231151
0.000000	22.821105	0.231546
0.000000	22.864367	0.230986
0.000000	22.902436	0.231282
0.000000	22.942234	0.231940
0.000000	22.983761	0.231151
0.000000	23.020095	0.231414
0.000000	23.065080	0.232236
0.000000	23.104872	0.231644
0.000000	23.149853	0.232368
0.000000	23.191372	0.231546
0.000000	23.232889	0.231249
0.000000	23.274405	0.231710
0.000000	23.334947	0.230756
0.000000	23.376459	0.230953
0.000000	23.416240	0.232105
0.000000	23.457749	0.231842
0.000000	23.499256	0.232927
0.000000	23.570546	0.231315
0.000000	23.613779	0.231447
0.000000	23.625499	0.231710
0.000000	23.665271	0.230921
0.000000	23.708500	0.231907
0.000000	23.748269	0.231414
0.000000	23.816085	0.231546
0.000000	23.845092	0.232039
0.000000	23.891772	0.232335
0.000000	23.929806	0.231480
0.000000	23.964381	0.232335
0.000000	24.007598	0.232960
0.000000	24.049085	0.232203
0.000000	24.081927	0.232631
0.000000	24.123411	0.232269
0.000000	24.161437	0.232335
0.000000	24.204647	0.232171
0.000000	24.242670	0.232664
0.000000	24.278963	0.232993
0.000000	24.332537	0.232006
0.000000	24.370555	0.233289
0.000000	24.405116	0.233454
0.000000	24.443132	0.232401
0.000000	24.488058	0.232664
0.000000	24.519160	0.231809
0.000000	24.555444	0.232960
0.000000	24.588272	0.232269
0.000000	24.629737	0.232368
0.000000	24.667745	0.232434
0.000000	24.698841	0.232631
0.000000	24.755849	0.232138
0.000000	24.788671	0.232039
0.000000	24.828401	0.232500
0.000000	24.859493	0.231710
0.000000	24.894038	0.232105
0.000000	24.926856	0.233026
0.000000	24.963126	0.232236
0.000000	24.999395	0.231447
0.000000	25.035664	0.231809
0.000000	25.071931	0.231019
0.000000	25.111650	0.231907
0.000000	25.153095	0.231282
0.000000	25.211806	0.230986
0.000000	25.253247	0.231710
0.000000	25.296413	0.231249
0.000000	25.334398	0.231019
0.000000	25.381014	0.231842
0.000000	25.420722	0.232203
0.000000	25.467334	0.232269
0.000000	25.508766	0.232039
0.000000	25.553648	0.232302
0.000000	25.595076	0.232532
0.000000	25.638228	0.231940
0.000000	25.683105	0.232401
0.000000	25.745239	0.231019
0.000000	25.793563	0.233059
0.000000	25.836708	0.232467
0.000000	25.881576	0.232532
0.000000	25.924717	0.232565
0.000000	25.969582	0.232138
0.000000	26.009268	0.232500
0.000000	26.061031	0.231578
0.000000	26.107616	0.231249
0.000000	26.145572	0.231677
0.000000	26.185252	0.232829
0.000000	26.249082	0.232203
0.000000	26.297383	0.232302
0.000000	26.338783	0.232203
0.000000	26.380181	0.232006
0.000000	26.425026	0.231217
0.000000	26.471595	0.232796
0.000000	26.518162	0.231743
0.000000	26.564726	0.232039
0.000000	26.619911	0.232401
0.000000	26.671645	0.231907
0.000000	26.723375	0.232171
0.000000	26.778552	0.232993
0.000000	26.873381	0.232598
0.000000	26.928550	0.232401
0.000000	26.990612	0.231776
0.000000	27.054394	0.232039
0.000000	27.116448	0.231348
0.000000	27.183670	0.231644
0.000000	27.249164	0.231973
0.000000	27.311207	0.232171
0.000000	27.383586	0.232763
0.000000	27.452514	0.231480
0.000000	27.511099	0.232894
0.000000	27.585187	0.232368
0.000000	27.678221	0.232302
0.000000	27.748853	0.232467
0.000000	27.814312	0.233092
0.000000	27.879767	0.231743
0.000000	27.952107	0.231809
0.000000	28.015832	0.232598
0.000000	28.084719	0.232861
0.000000	28.150157	0.231875
0.000000	28.225923	0.231940
0.000000	28.286187	0.232664
0.000000	28.351613	0.232039
0.000000	28.423921	0.232236
0.000000	28.516881	0.231842
0.000000	28.584014	0.232269
0.000000	28.654586	0.232203
0.000000	28.716546	0.232664
0.000000	28.783667	0.232401
0.000000	28.845620	0.231414
0.000000	28.919615	0.232598
0.000000	28.983282	0.231710
0.000000	29.046944	0.232829
0.000000	29.112323	0.232105
0.000000	29.136027	0.232269
0.000000	29.274032	0.232664
0.000000	29.335957	0.232763
0.000000	29.401318	0.233585
0.000000	29.459795	0.233092
0.000000	29.530308	0.231513
0.000000	29.602535	0.231907
0.000000	29.671319	0.232960
0.000000	29.745256	0.232598
0.000000	29.814030	0.233125
0.000000	29.861788	0.231940
0.000000	29.937431	0.232500
0.000000	30.026820	0.232598
0.000000	30.180178	0.232960
0.000000	30.260954	0.231743
0.000000	30.334850	0.232829
0.000000	30.420769	0.232763
0.000000	30.513554	0.232927
0.000000	30.594304	0.233289
0.000000	30.678484	0.232467
0.000000	30.766093	0.232664
0.000000	30.853695	0.232598
0.000000	30.939571	0.232236
0.000000	30.964573	0.232796
0.000000	31.081730	0.233059
0.000000	31.243519	0.232434
0.000000	31.296363	0.232763
0.000000	31.416919	0.232960
0.000000	31.501034	0.232368
